comment,emotion
Troche mi palce odmarzły podczas nagrywania ale wyszlo zajebiscie. Pozdro dla całej ekipy <3,JOY
2:36-3:00 Ale Lewandowski to kurde tutaj złoto po prostu 🤣🤣🤣,JOY
Gdzie są te hotele? 🤣 Uwielbiam was oglądać😌,LOVE
Mam 23 lata wychowałem się między innymi na waszych nutkach dały wiele nadziei oraz wyciagnelem z nich wiele mądrości które się przydały. Wielki zaszczyt mnie czekał jak usłyszę nowy krążek na pewno kupię fizyczna wersje mimo że nie mam gdzie włożyć cd. Wasze piosenki są jak święty gral każdy chce i potrzebuje. Miłego życia ;),LOVE
Palion słuchaj nuta bardzo kozacka dziękuję za niespodziankę i starania i czekam na kolejny twój hit,JOY
Czekałem na to 🔥🔥🔥 (PS. Nie było i nie będzie lepszego połączenia w tym roku),JOY
"Fajnie jakbyś poszła w stronę nagrywania podcastów, mogłabyś zapraszać wtedy tak jak teraz znane osoby :) napewno przyjemnie by się słuchało! ❤️",JOY
Super vlogmas 🥰🥰 uwielbiam was razem oglądać super z was ekipa 🤗🤗,JOY
Kizo zajebista nuta. Brakowało mi również takich bangerów od ciebie. Wrócił wkońcu stary Kizo,LOVE
"Brawo panie Sławku, Chce mieć takiego prezydenta lub premiera :-)",JOY
Ona jest już taka duża i spodka ze poprostu nie mogę to jest taki słodziak 💚 Miłego oglądania,JOY
"Bardzo ważny utwór w obecnych czasach, dziękuję Królu 🙏🏽❤️🇵🇱",JOY
"Dawaj Maliczek, Do Góry z Tym 😇",LOVE
Francja i super odcinek. szcun dla prezesa za takie petardy,LOVE
"Wszystkim czytającym życzę zdrowych i pogodnych świąt. To tylko słowa ale mam nadzieję, że chociaż przez sekundę sprawia, że zrobi się komuś cieplej na serduch. Gońcie za marzeniami choćby trwało to całe wasze życie, z fartem! :)",JOY
"Jak zwykle sztos, zawsze czekam z niecierpliwością na kolejny odcinek, dlatego sobota już od jakiegoś czasu to mój ulubiony dzień. Dalszych sukcesów, nie zmieniaj się, pozdrawiam!",LOVE
"Czekałem na ten kawalek, wiedziałem że wyjdzie, że to tylko kwestia czasu... Sam mam córkę i mam świadomość tego jak wielka może być miłość ojca do córki",LOVE
"Nie wiem co mogłabym wam napisać, bo jestem dla Was obcą osobą, ale naprawdę cała ta sytuacja chwyciła mnie za serce, bardzo Wam współczuje z jednej strony, a z drugiej gratuluje i wiem, ze wszystko będzie dobrze. Jako nieliczni na yt znacie życie i mam wrażenie, ze przez to bardziej się identyfikuje z wami. Przede wszystkim jesteście mądrzy, wrażliwi i nie próżni. Dużo siły przede wszystkim dla Dzidziusia i Ewy. Ale i Juri trzymaj się, by dawać Ewie wsparcie bo tak to już jest, ze kobieta przechodzi ciężej przez takie sytuacje.",LOVE
"Na uwagę zasługuje fakt ze Sanah jako jedna z najpopularniejszych artystów w Polsce pięknie promuje grę wśród publiczności która być może nie miała okazji mieć styczności z tym arcydziełem - mowa o Wiedzminie rzecz jasna. Moi drodzy każdy kto docenia twórczość Sanah doceni również to jak CDPR opowiedział historie Geralta. Jest w niej wszystko to za co kochamy ta artystkę, wrażliwość, pięknie opowiedziana historia, momenty wzruszenia i śmiechu do łez.",JOY
Bardzo ladny'pokoik taki delikatny idealny ☺💖👍❄🎄duzo zdrówka dla was kochana😘💖💖,LOVE
Dominik przeżył przygodę życia 😀zazdroszczę mu naprawdę wspomnienie chwil na całe życie,LOVE
Dziękuję ci Karol że mogłem pośmiać się razem z Genezie. Gdy by nie ty nie wiem co bym zrobił. Mam nadzieję że Genezie jeszcze w oci to samo co teraz ❤️,JOY
Kocham słuchać tej piosenki bez dzwięku,LOVE
"200 zł za nocleg to nie jest dużo, ale za taki nocleg to totalna tragedia XD",ANGER
"Przepiękny pokój, mam nadzieje że Edzio będzie gotowy na powrót do domu przed świętami. duuużo zdrówka i pozdrawiam <3",LOVE
"10:37 teraz tak... czy są specjalnie lekko odszczelnione dlatego, bo np sama wentylacja jest na tyle chvjowa? Czy to kwestia przesunięcia tej takiej śrubeczki w oknie przez którą okna się docisną i wszystko byłoby git, a po prostu osoby dbające o pokoje mają w to wywalone czy zawieje chłodem czy nie?",SURPRISE
"Zna ktoś piosenke do której wychodził pan pawlowski, tak rockowa?",SURPRISE
"Panie mecenasie, z jednej strony to co się wydarzyło jest wprost trudne do zrozumienia, i to powinno się zakończyć na początek, co najmniej degradacją do stopnia najniższego , ale ja nie mogę się przestać się śmiać, za każdym razem jak o tym czytam lub o tym słyszę. Nawet na trzynastym posterunku byli mądrzejsi policjanci.🤣🤣🤣🤣🤣🤣🤣🤣",JOY
O TAKI ROLLERCOASTER NIC NIE ROBIŁEM Od 80 minuty to chyba najlepsze widowisko w historii mistrzostw świata,LOVE
XDDDD CZY JESTEM Przystojny tamto coś tak OOOO DZIAŁAAAAAAAAAAA,JOY
"Cudownie słuchać dojrzałych wypowiedzi pełnych szczerości, wrażliwości i empatii, nigdy tego nie zmieniajcie w sobie tylko pielęgnujcie i mały Edzio niech się na Was wzoruje ❤",LOVE
"ta dziewczyna przecież normalnie wygląda, ma ładne wysportowane cialo dlatego nie jest chuda bo ĆWICZY i ma lepszą kondycję. Ludzie wy chyba na oczy nie widzieliście nadwagi/otyłości. to że dziewczyna nie wpisuje się w wasz kanon piękna (A najpopularniejszy to ten szczupły niewysportowany) nie znaczy ze macie prawo do jakiegokolwiek obrażania czy zwracania uwagi. dodajcie swoje zdjęcia i filmy i pooceniajmy się wszyscy skoro z taka łatwością oceniacie kogoś kto w ogóle coś robi ze swoim życiem. Jestem osobą dorosłą, spodziewam się że jest tu dużo młodsza widownia ale życzę Wam tego żebyście nigdy nie mieli niskiej samooceny przez to co kto o Was mówi. Trzymajcie się i wszystkiego dobrego.",ANGER
"Szkoda Romana, gdyby nie holenderski buc, to mógłby być wielki piłkarz",SADNESS
"Ledwo wlaczylam a tu ""witam pani Marzeno"", az mnie zamorowalo :D a teraz ogladam :D",LOVE
Leci to teraz w radiu na wyciszonym głosńiku 😃😃😃🥰😍🤩,LOVE
Seba się chyba wazzupa na oglądał i rośnie nam jego następca 🤣,JOY
"Przedstawia żałosne ,dążenie do może po paru latach osiągnie doskonałość choć po tych wypocinach!!",ANGER
"Wreszcie ktoś z internetu nagrał dobry utwór, który da się słuchać, powodzenia",JOY
Alberto w końcu rzucił dobrą zwrotę od dłuższego czasu. W takim klimacie siada.,LOVE
Kocham to w twoim wykonaniu xDD,JOY
Jesteście Wielcy za to co robicie SZACUNEK 💪💪,LOVE
"Cudownie było na tym występie dałeś czadu 💪 i tak trzymaj , fajnie że można sobie ponownie obejrzeć bo program tak dopieszczony , że moja żona mało co zawału nie dostała od tego śmiechu 😆 powiedz ty mnie lepiej kiedy startujesz z nowym programem ? :D",LOVE
"Super, że nie zmieniliście contentu, tak jak niektórzy YouTuberzy ze starej gwardii polskiego YouTube'a",JOY
A co symbolizują 4 gwiazdki na koszulce Urugwaju? Bo MŚ mają 2 a copa america 15,SURPRISE
Życze ci abyś miał fajną wesołą wigilie i fajna piosenka🥰,JOY
ekstra! nigdy tego nie wiedziałem :),LOVE
wybuchłem śmiechem jak wjechał anielski orszak xD Montaż mistrzostwo :D,JOY
Styl walki Mariusza i postawa po walce trochę mi przypomina Najmana.,SADNESS
"Piękny to był final, zwroty akcji, dogrywka, karne, Szymon Marciniak i legenda Darek Szpakowski. Teraz czekam na Czesia w HP.",LOVE
Może się w Święta oświadczysz ? ❤😂Tak pasujecie do siebie,LOVE
Hahahaha. Dobre Panie Sławku. To się zgadza 😁😄,JOY
ej a wróci seria zrób to sam albo z disem bo była super i fajnie jakby wróciła Wesołych Świąt życzę.,JOY
Akurat statystycznie mężczyźni powodują więcej śmiertelnych wypadków niż kobiety... Także musicie zmienić płytę,ANGER
No ustaweczka ładna. Ostatnia gala jaką oglądałem. Mariusz jaki ty jesteś wygrany jak cię ośmieszył 120kg tytana sportu heh śmiechu warte.,ANGER
WOOW Przepięknie! Alicja ma talent do śpiewania! 😍,LOVE
wszyscy czekaliśmy na reakcje multiego :D,SURPRISE
Tylko jego kojarze z lat mlodosci.Charakterystyczny i z charyzma.,JOY
"Chyba najbardziej niespodziewana rzecz od sanah w tym roku, biorąc pod uwagę że już kiedyś wydała ten cover ❤",SURPRISE
"Jak byłem młody to też myślałem, że nauczycielka wie wszystko i jest święta. Ha ha",SURPRISE
Nawet sympatyczny ten Tyburski jak nie kozaczy,LOVE
świetna piozenka centralny :D Ale regres oby tak dalej 🔥🔥🔥🔥🔥🔥,LOVE
"Ściskam Was i bardzo gorąco Pozdrawiam🥰🙋❤️.Powolutku,małymi kroczkami i Edziu będzie z Wami",JOY
Witam super piosenki Świąteczne Bożego Narodzenia pozdrawiam,JOY
"Pomyśleć, że to był jeden z pierwszych utworów sanah nagrany w 2019 roku, minęły tylko 3 lata od tego coveru, a sanah zdążyła już nagrać 2 epki, 4 płyty i być najpopularniejszą artystką w Polsce 🤯",SURPRISE
WERA PYTANIE CIEBIE CZY TA SERIA NA YOUTUBE TO TYLKO MALY ZALĄŻEK TEGO CO BEDZIE W TV ? Czy masz w planach prowadzić swoje show w tv ?,SURPRISE
"Piękny numer, już zresztą zaraz to mówiłem po otrzymaniu płyty! Wspomnienia z tą cudowną bajka wracają!",JOY
Szkoda że tak mało jest utworów z takim klimatem,SADNESS
w zwolnionym tempie widać że Marcel wyrzuca kabanosa...,SURPRISE
Super że konferencje KSW wróciły Ta kultura ten SZACUNEK dla rywala podoba mi się bardzo👊👊👊,LOVE
Pomysły na intro nigdy się nie skończą XD,JOY
Chłopaki rozjebaliście ❤️ VAE witamy w GUGU 🕷,LOVE
Wesołych świąt i wymarzonych prezentów dla wszystkich!!! (Super piosenki),JOY
Mój stary mógłby tego posłuchać. Tylko tak 24 lata temu :) dzięki Paweł,LOVE
Żaden szanujący się nauczyciel nie zada pytania na które sam nie zna odpowiedzi. A możliwości na zagięcie ucznia jest mnóstwo.,SURPRISE
Jaka to jest LOGISTYKA! WOW! Podziwiam wszystkich którzy byli odpowiedzialni za organizację. Szacun. 🤩,LOVE
"pozdrawiam tych którzy słuchali już wcześniej, ta piosenka jest przepiękna",JOY
czekalem na odcinek milego oglądania wszystkim,JOY
Tak powinien brzmieć Malik Montana 🔥,JOY
"Muszę przyznać, że spasowane idealnie. Pięknie zrobione",JOY
"Założę się że na następny Mundial to już będą sami ""rodowici"" Francuzi o innej karnacji. To samo w Holandii czy Belgii. To już nie są narodowe drużyny etniczne tylko zbieranina. To nie Francja awansowała do finału tylko najemnicy. Drużyna narodowa powinna się składać tylko i wyłącznie z piłkarzy etnicznych. Jak dany kraj nie posiada takich to wypad.",ANGER
Dzisiaj wczoraj wypuściłeś nową piosenkę No i gratulacje No i bądź taki jak jesteś nie musisz patrzeć na innych bo inny też tylko mówią rzeczy które w ogóle są takie beznadziejne dlatego bądź taki jesteś uważaj na ciebie i bądź zdrowy jeszcze raz gratulacje 🤍🤍,JOY
"Są artyści którzy zapowiadają swoje nowe projekty od miesięcy, aby zdobyć zasięgi. Jest też sanah, która po prostu wrzuciła cover we wtorek wieczór. Kochamy Cię ✨",LOVE
Aaaaa nowy odcinek ale się cieszę miłego oglądania i dnia wam życzę ❤️,JOY
Kocham twoje filmy są przez piękne 🥳🥰😍,LOVE
"Jak ktoś jest idiotą to może grzecznie przyjmować wersję Pana generała z prawdziwą. Nie wiem ile wypili, nie wiem co brali ale musiało być grubo💪👍😁",ANGER
Ja słucham ją 100 razy bardzo bardzo podoba się ona jest 100/10😍😍❤️,LOVE
Dawid jest jedyną osobą która ratuje od nudy na tej platformie,SADNESS
Chyba każdy czekał na taki styl twoich nut,JOY
"No,relacja Dominika to czyste szaleństwo!Popłakałem się ze śmiechu!No i cholernie zazdroszczę Argentynie: zespołu i kibiców...",JOY
Kto się spodziewał że prezes wygra,SURPRISE
Już czwarty czy piąty raz to oglądam😻 dalej mi się nie nudzi🎉🤯,LOVE
Pokój jest cudowny 🧡🧡🧡 Wygląda tak przestronnie 🙂 Pozdrawiam cieplutko 🧡🧡🧡,LOVE
Popłakałem się ze wzruszenia jaki cudny kabarecik chlopaki razem zagrali maniek nawet reka nie ruszyl a od paru tygodni mówił że jest wygrany pol słówkami ale każdy wie o co kaman,JOY
Lodowa forteca wygląda jak z skyrim'a,SURPRISE
Najgorszy moment live to wtedy gdy go już nie ma :(,SADNESS
i bardzo dobrze 🤙 to się szanuje,JOY
A teraz chcemy reakcje na czerwone,JOY
"Uwielbiam orginał tej piosenki i pomimo, że uważam go za lepszy i tak jestem wdzięczny. Dziwię się że tak mało osób robi cover tak ładnego tekstu",LOVE
Niech jak najszybciej pachnie w nim obecnością Edzia!Pięknie!❤💯,LOVE
Pozdrowienia z gorącej Tajlandii !!! Poproś widzów o 200k łapek w górę to przywieziemy wam super osobiście super pamiątki !!!!,JOY
Luksusowe i sportowe samochody z wypożyczalni zawsze tak mają,SURPRISE
ile razy żabka uratowała mi życie na obozie harcerskim to szkoda gadac pozdrawiam żabke,LOVE
"Zajebisty materiał, bardzo mi się podobało. Paweł jesteś fenomenalny!",LOVE
"TEN TELEDYSK MÓJ BOŻE, ISTNY M A J S T E R S Z T Y K.. A twój głos co tu dużo mówić cudo.",LOVE
Ze smutkiem zabieram się za oglądanie 😩❤️💖,SADNESS
"Wiki uwielbiam Twoje filmy. Są przepełnione pozytywną energią, która zawsze potrafi poprawić mi humor. Życzę Ci szybkiego miliona i jak najwięcej super filmów <3",LOVE
200kg czy 20kg na tą lotke? Producenci piszą przy nich co chcą bo ciężko sprawdzić rzeczywisty docisk,SADNESS
LIFO rozwala :) Pozdrawiam PS. Jesteście nienormalni i za to was uwielbiam,LOVE
naprawde?!?? tez mnie to dziwilo skad tyle ludzi np z Polski ma na wyjazd do Kataru a juz wiem 😅👍,LOVE
Teraz w końcu sie dowiedziałam o co chodziło z tymi świniami xd,SURPRISE
"zróbcie odcinek na takiej samej zasadzie, że można kombinować z nazwą, ale wszystkie produkty na jedną wylosowaną literę!",LOVE
"Wspaniałe to było! Dobry z Ciebie wariat, bardzo lubię to porypane poczucie humoru",LOVE
"zajebiście to leci przez pierwsze 8 sekund , reszte można wyjebać, oby tak dalej",SADNESS
"""...choć życzę Ci zdobycia tych największych szczytów To zostań tam gdzie Ci po prostu będzie fajnie..."" 3yo, dla mojej córki",LOVE
Legendy głoszą że ta serie skończy się razem z światem.,JOY
"Piękny to był finał, nie zapomnę go nigdy.",LOVE
"Bardzo dobrze, że te konferencje są na poziomie tak jak to się kiedyś robiło i mam nadzieję, że będzie nadal robić. Przynajmniej tutaj.",LOVE
"Warto dodać że był też nieprzekupny przez co utrudniał działanie włoskich ""fryzjerów"" kiedy tamtejszą liga była przeżarta korupcją",JOY
Obwoźni płatni klakierzy zupełnie jak na występach Rudego i Karakana.,LOVE
"Te gwarancję to ściema . Przed 1939 mieliśmy umowy z Rosją i Niemcami oraz sojuszników .... Ukraina też miała gwarancję od Rosji ,Anglii i USA jak nieopatrznie broń jądrowa oddawali ..",ANGER
Chcemy więcej tego duetu tutaj 🥴,JOY
Nie wiedziałam że Ala ma taki talent ! Więcej piosenek w jej solowym wykonaniu bo dziewczyn wie jak przekazać emocje w piosenkach !!!,SURPRISE
Mega ładnie wyglądasz w tych okularach 💓,LOVE
nie spodziewałem sie takiej kolaboracji XD Kaluch ospano idealne duo do śmiechu XD,LOVE
Już czuje te lato 2023 gdy będzie +30 za oknem i ta nuta będzie mi bardzo wolno lecieć na słuchawkach jadąc rowerem 😌,JOY
Nie ma to jak z małpą na łby się pozamieniać od czasu do czasu 😂😂,SURPRISE
Ale nie musicie słuchać bo każde imię jest piękne!,JOY
akurat dzisiaj moja mama ma imprezę w swoim domu kiedy jestem chora,SADNESS
Nie chce mi się kopać z tym karłem z Argentyny piękne,ANGER
"Trochę później dotarłam, ale oglądałam do końca inny odcinek, miłego oglądania Wszystkim! Paweł świetnie wygląda swoją drogą ❤️",JOY
O takie motokoty wstajemy w niedzielę rano 🤤,JOY
Ale słodki korgi jakie słodkie pieski i lisek o a kiedy żaboblog ? Bo nie mogę się doczekać!!!🐸💚🍡🥑🌿🍄🐈🐶🐕,LOVE
Super film jak zawsze ❤ Jestem nowym fanem i bardzo jest pan sympatyczny,LOVE
"Najlepszy odcinek dosłownie. Reakcje tych ludzi po prostu trafiają do mojego serca. Normalnie aż płakać się chce, gdy widać jak szczęśliwi są ci ludzie ❤",JOY
Matko dziękuję Ci że ją wrzuciłeś bo mój brat mnie co sekundę pytał kiedy będzie piosenka smile slow?,JOY
Płakałam razem z Wami. Wcześniaki to mali bohaterowie. Edzio rozwali system zobaczycie:) trzymam mocno kciuki za Was i synka. Dużo zdrowia ♥️,LOVE
"Popłakałam się z Wami Kochani Wysyłam Całej Trójce dużo,dużo zdrówka i miłości ❤️❤️❤️",LOVE
30:58 Piękne słowa Marcina o Nitro.,JOY
Fajne polecam 10/10 reklamy som tylko po 5 sekund bardzo polecam chyba jusz z 15 raz to oglądam,JOY
"Swoim przyjaciołom trzeba robić takie testy kontrolne najrzadziej co trzy miesiące, żeby sprawdzić, czy wciąż spełniają wymagania techniczne na przyjaciół. Niesprawny przyjaciel może narobić dużo szkód, a ich serwis jest kosztowny",ANGER
Dlaczego Marley zawsze leży w łóżku ? 😁,SURPRISE
"Walaszek dba o fanów, jak Pan Wiesio o robotę.",JOY
"Ja to jestem ciekaw czy dla Adama to jest jakiś scenariusz czy to czysta improwizacja, bo jest tak zajebiście naturalny, że żaden holiŁÓDZKI aktor by takiej genialnej roli nie odjebał",LOVE
"Przykro to pisać ale wyglądało to jak ustawka. Silny facet który nie dostaje żadnego ciosu Na głowę, na szczękę poddaje się po dwóch rzutach na matę. Szkoda tego ksw ale tam od dłuższego czasu chyba coś się dzieje. Sportowiec sztuk walk nie odpuszcza po dwóch niezdarnych obaleniach. Nie kładzie się i odklepuje.Tyle",SADNESS
Grunt że na pokaz przed meczem Anglicy klękają xd,JOY
"Najbardziej wzruszający teledysk jaki widziałam... Przepiękne, łapiące za serce. Trochę to dziwne, że krzywda zwierząt wzrusza mnie bardziej niż ludzie, czyż nie?? Gratulacje chłopaki ❤️❤️❤️❤️🐶🐶🐶",LOVE
Pezet ty nie możesz zejść ze sceny ty musisz dalej tworzyć te cudowne kawałki.,LOVE
jeden do jeden mój pies. Nie sądziłam że się tak znieni.WOW<3,SADNESS
"jeszcze nigdy się tak nie popłakałem ze śmiechu XDDD najlepszy jest organista Tą Pą , mam nadzieję że go zobaczymy jeszcze",LOVE
Montazysta jest geniuszem. Genialne sa te wizualicje slow kickstera. Mam nadzieje ze dostanie obfita w mamonę premie swiateczna 🎄🎁🤑,LOVE
